,State/UT,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,"2012							"
0,A & N ISLANDS,81.3,81.42,81.55,81.67,81.79,81.92,82.04,82.17,82.29,82.42,86.05,"86.63							"
1,Andhra Pradesh,60.47,62.66,64.84,66.11,67.39,68.68,69.97,71.26,72.55,73.84,67.02,"-							"
2,Arunachal Pradesh,54.34,56.94,59.54,62.15,64.75,67.36,69.96,72.57,75.17,77.77,65.38,"-							"
3,Assam,63.25,66.59,69.92,73.25,76.58,79.91,83.24,86.57,89.9,93.23,72.19,"-							"
4,Bihar,47,49.66,52.33,54.99,57.66,60.33,63,65.67,68.34,71.01,61.8,"-							"
5,Chandigarh,81.94,82.17,82.39,82.62,82.85,83.07,83.3,83.53,83.75,83.98,86.05,"86.05							"
6,Chhattisgarh,64.66,66.41,68.17,69.92,71.68,73.43,75.19,76.94,78.7,80.45,70.28,"-							"
7,D & N HAVELI,57.63,60.13,62.63,65.13,67.63,70.13,72.63,75.13,77.63,80.13,76.24,"-							"
8,DAMAN & DIU,78.18,80.68,83.18,85.68,88.18,90.68,93.18,95.68,98.18,-,87.1,"-							"
9,Delhi,81.67,81.79,81.92,82.04,82.17,82.29,82.42,82.55,82.67,82.80,86.21,"-							"
10,Goa,82.01,82.29,82.58,82.87,83.15,83.44,83.73,84.01,84.3,84.59,88.7,"-							"
11,Gujarat,69.14,70.96,72.79,74.61,76.44,78.26,80.09,81.91,83.74,85.56,78.03,"-							"
12,Haryana,67.91,68.81,69.7,70.6,71.49,72.39,73.29,74.18,75.08,75.98,75.55,"-							"
13,Himachal Pradesh,76.48,77.04,77.61,78.17,78.74,79.3,79.87,80.43,81,81.56,82.8,"-							"
14,JAMMU & KASHMIR,55.52,57,58.49,59.97,61.45,62.93,64.42,65.9,67.38,68.86,67.16,"-							"
15,Jharkhand,53.56,55.86,58.16,60.46,62.76,65.06,67.36,69.66,71.96,74.26,66.41,"-							"
16,Karnataka,66.06,67.55,69.04,70.53,72.02,73.51,75,76.49,77.98,79.47,75.36,"-							"
17,Kerala,90.86,91.06,91.26,91.46,91.66,91.86,92.06,92.26,92.46,92.66,94,"-							"
18,Lakshadweep,86.66,86.89,87.11,87.34,87.57,87.79,88.02,88.25,88.48,88.70,91.85,"-							"
19,Madhya Pradesh,63.74,64.47,65.2,65.93,66.66,67.39,68.12,68.85,69.58,70.31,69.32,"-							"
20,Maharashtra,76.84,77.65,78.46,79.27,80.08,80.89,81.7,82.51,83.32,84.13,82.34,"-							"
21,Manipur,70.5,71.45,72.41,73.37,74.33,75.28,76.24,77.2,78.16,79.11,76.94,"-							"
22,Meghalaya,62.56,63.35,64.14,64.94,65.73,66.52,67.31,68.1,68.89,69.68,74.43,"-							"
23,Mizoram,88.8,89.27,89.74,90.21,90.69,91.16,91.63,92.1,92.58,93.05,91.33,"-							"
24,Nagaland,66.59,68.48,70.36,72.25,74.14,76.02,77.91,79.8,81.69,83.57,79.55,"-							"
25,Odisha,63.08,64.49,65.9,67.32,68.73,70.14,71.55,72.96,74.38,75.79,72.87,"-							"
26,Puducherry,81.24,81.46,81.69,81.91,82.14,82.36,82.59,82.82,83.04,83.27,85.85,"-							"
27,Punjab,69.65,70.55,71.44,72.34,73.23,74.13,75.02,75.92,76.81,77.71,75.84,"-							"
28,Rajasthan,60.41,61.53,62.66,63.79,64.91,66.04,67.17,68.29,69.42,70.55,66.11,"-							"
29,Sikkim,68.81,69.42,70.04,70.65,71.27,71.88,72.5,73.11,73.73,74.34,81.42,"-							"
30,Tamil Nadu,73.45,74.12,74.79,75.46,76.14,76.81,77.48,78.15,78.83,79.50,80.33,"-							"
31,Tripura,73.19,74.35,75.51,76.68,77.84,79,80.16,81.32,82.48,83.65,80.09,"-							"
32,Uttar Pradesh,56.27,57.43,58.59,59.75,60.91,62.07,63.23,64.39,65.55,66.71,67.68,"-							"
33,Uttarakhand,71.62,72.09,72.56,73.03,73.5,73.97,74.44,74.91,75.38,75.85,78.82,"-							"
34,West Bengal,68.64,69.64,70.64,71.65,72.65,73.65,74.66,75.66,76.66,77.67,76.26,"-							"
35,India,64.84,65.74,66.64,67.55,68.45,69.35,70.26,71.16,72.06,72.97,74.04,"-							"
